X;entrevistador;bairro;relig;OBS;genero;idade;cor;estadocivil;casamento;pessoascasa;grau;estudo;educ;anosreligiosa;educreligiosa;ocup;saude;padrao;vidadiaria;familia;equilibrio;pessoasprox;sono;diaadia;infoudep;espourel;freqrel;velhice;desemprego;comida;filhos;aposentadoria;vestir;caminhar;banho;comer;segurar;levantar;banheiro;suicidio;suicidio2;atendmedico;horastrab;horasdorm;horaslazer;indep;cultura;plantas;hiv;assassinato;roubo;mentira;estupro;atividadescult;criaemprego;reduzdif;goveduc;govsaude;lutacorr;inccult;votou;voto;direitos;precgen;precrel;precsex;preccor;tempocidade;trabvol;doa;conf;confia;concorda1;concorda2;concorda3;concorda4;assalto;agressfisica;agresssex;seguro;seguro2;pol;des;lixo;animais;renda;rendanec;divida;divida2;GELADEIRA;TELEVISÃO;TELEFONE;COMPUTADOR;VEICULO;RESPOSTA
52;Jéssica Bueno;São Paulo;Católica;aposentado;1,00;77,00;1,00;2,00;2,00;2,00;1,00;2,00;1,00;0,00;2,00;14,00;1,00;1,00;1,00;1,00;1,00;20,00;1,00;4,00;0,00;2,00;4,00;4,00;4,00;4,00;4,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;15,00;0,00;8,00;5,00;4,00;1,00;1,00;4,00;3,00;3,00;3,00;3,00;2,00;3,00;3,00;2,00;2,00;3,00;3,00;2,00;3,00;1,00;2,00;2,00;2,00;2,00;40,00;2,00;1,00;1,00;1,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;3,00;1,00;2,00;3,00;1,00;1,00;1,00;2,00;2,00;10,00
53;Jéssica Bueno;fazendinha;Católica;aposentado;1,00;72,00;1,00;5,00;1,00;1,00;1,00;2,00;1,00;0,00;2,00;14,00;2,00;2,00;1,00;1,00;1,00;12,00;1,00;4,00;1,00;1,00;4,00;4,00;3,00;4,00;4,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;20,00;0,00;8,00;2,00;3,00;2,00;1,00;3,00;3,00;4,00;3,00;3,00;2,00;3,00;3,00;3,00;3,00;3,00;2,00;1,00;1,00;3,00;2,00;2,00;2,00;2,00;44,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;8,00
54;Jéssica Bueno;Campo Magro;Evangélica;aposentado;1,00;63,00;3,00;2,00;2,00;3,00;1,00;2,00;1,00;30,00;1,00;14,00;1,00;1,00;1,00;1,00;1,00;3,00;1,00;3,00;4,00;1,00;3,00;1,00;0,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;30,00;0,00;8,00;8,00;4,00;2,00;1,00;4,00;4,00;4,00;3,00;3,00;2,00;3,00;3,00;2,00;2,00;1,00;2,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;17,00;2,00;1,00;1,00;1,00;1,00;1,00;2,00;0,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;1,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;8,00
55;Jéssica Bueno;JapurÃ¡;Católica;NA;2,00;27,00;4,00;4,00;1,00;3,00;5,00;2,00;1,00;1,00;2,00;11,00;2,00;1,00;2,00;1,00;1,00;6,00;3,00;2,00;4,00;3,00;3,00;2,00;1,00;1,00;1,00;4,00;3,00;4,00;2,00;2,00;1,00;2,00;2,00;10,00;0,00;15,00;0,00;4,00;0,00;1,00;2,00;1,00;1,00;3,00;2,00;3,00;3,00;2,00;3,00;3,00;3,00;3,00;3,00;2,00;1,00;2,00;3,00;1,00;1,00;2,00;1,00;8,00;1,00;1,00;2,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;1,00;1,00;3,00;1,00;1,00;1,00;2,00;1,00;8,00
56;Jéssica Bueno;Piraquara;Católica; aposentado;1,00;75,00;1,00;3,00;1,00;5,00;0,00;3,00;0,00;0,00;2,00;14,00;3,00;2,00;2,00;1,00;1,00;3,00;3,00;3,00;2,00;4,00;5,00;1,00;0,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;15,00;5,00;10,00;0,00;4,00;1,00;1,00;4,00;4,00;4,00;3,00;3,00;1,00;1,00;1,00;3,00;1,00;3,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;23,00;2,00;2,00;1,00;1,00;2,00;1,00;1,00;1,00;2,00;2,00;2,00;1,00;3,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;3,00;1,00;1,00;1,00;2,00;1,00;10,00
57;Jéssica Bueno;Cidade Industrial;Evangélica;Aposentado;1,00;63,00;3,00;2,00;2,00;2,00;1,00;2,00;1,00;0,00;2,00;14,00;2,00;1,00;1,00;1,00;1,00;20,00;1,00;2,00;1,00;1,00;3,00;4,00;4,00;4,00;4,00;4,00;1,00;2,00;1,00;2,00;3,00;2,00;1,00;0,00;0,00;10,00;0,00;11,00;6,00;4,00;1,00;1,00;4,00;3,00;3,00;3,00;3,00;1,00;3,00;3,00;3,00;3,00;3,00;3,00;1,00;2,00;1,00;2,00;2,00;2,00;2,00;21,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;1,00;1,00;1,00;2,00;2,00;10,00
58;Carolina Amaral;Cajuru;Católica;NA;1,00;68,00;1,00;2,00;3,00;4,00;1,00;2,00;1,00;0,00;2,00;10,00;1,00;1,00;1,00;1,00;1,00;2,00;1,00;3,00;1,00;2,00;3,00;4,00;4,00;2,00;1,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;10,00;10,00;8,00;0,00;3,00;2,00;1,00;3,00;3,00;3,00;2,00;3,00;1,00;2,00;2,00;2,00;3,00;3,00;2,00;2,00;1,00;3,00;1,00;1,00;2,00;2,00;50,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;3,00;4,00;2,00;2,00;2,00;2,00;2,00;2,00;1,00;3,00;1,00;1,00;1,00;2,00;1,00;10,00
59;Jéssica Bueno;Piraquara;Evangélica;NA;1,00;74,00;1,00;2,00;2,00;2,00;4,00;2,00;2,00;30,00;2,00;9,00;1,00;1,00;1,00;2,00;1,00;1,00;3,00;4,00;1,00;1,00;3,00;4,00;1,00;4,00;1,00;4,00;1,00;1,00;1,00;1,00;2,00;2,00;1,00;0,00;0,00;20,00;0,00;6,00;5,00;1,00;2,00;2,00;1,00;3,00;3,00;3,00;3,00;1,00;3,00;2,00;2,00;2,00;3,00;2,00;1,00;1,00;3,00;2,00;2,00;2,00;2,00;62,00;1,00;1,00;1,00;2,00;2,00;1,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;1,00;2,00;3,00;2,00;2,00;3,00;1,00;1,00;1,00;2,00;1,00;10,00
60;Jéssica Bueno;Cajuru;Não possui;NA;1,00;56,00;5,00;2,00;2,00;4,00;2,00;2,00;1,00;43,00;1,00;9,00;1,00;1,00;1,00;1,00;1,00;20,00;1,00;3,00;1,00;1,00;3,00;4,00;4,00;4,00;2,00;4,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;20,00;0,00;10,00;6,00;3,00;3,00;2,00;2,00;3,00;3,00;3,00;3,00;2,00;3,00;3,00;3,00;2,00;3,00;2,00;1,00;1,00;3,00;2,00;2,00;2,00;2,00;36,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;1,00;2,00;1,00;1,00;1,00;10,00
61;Jéssica Bueno;Piraquara;Católica;NA;1,00;38,00;1,00;3,00;1,00;4,00;4,00;2,00;1,00;2,00;1,00;10,00;1,00;1,00;1,00;1,00;1,00;5,00;2,00;3,00;2,00;1,00;3,00;4,00;3,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;15,00;8,00;7,00;8,00;4,00;1,00;1,00;1,00;4,00;4,00;4,00;4,00;1,00;1,00;4,00;1,00;1,00;4,00;4,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;25,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;1,00;1,00;1,00;2,00;1,00;10,00
62;Jéssica Bueno;AraucÃ¡ria;Evangélica;NA;1,00;64,00;1,00;2,00;2,00;2,00;6,00;2,00;1,00;27,00;1,00;9,00;1,00;1,00;1,00;1,00;1,00;6,00;3,00;3,00;1,00;1,00;3,00;3,00;3,00;3,00;3,00;3,00;1,00;1,00;1,00;1,00;2,00;1,00;1,00;0,00;0,00;10,00;6,00;8,00;2,00;1,00;1,00;2,00;1,00;2,00;3,00;3,00;3,00;1,00;3,00;3,00;2,00;3,00;3,00;2,00;1,00;1,00;3,00;2,00;1,00;2,00;2,00;5,00;1,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;1,00;2,00;2,00;1,00;3,00;2,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;8,00
63;Jéssica Bueno;Toledo;Evangélica;aposentado;1,00;58,00;1,00;2,00;2,00;6,00;1,00;2,00;1,00;18,00;2,00;14,00;3,00;2,00;1,00;1,00;1,00;6,00;2,00;5,00;2,00;1,00;3,00;4,00;0,00;2,00;1,00;1,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;30,00;0,00;9,00;12,00;4,00;2,00;1,00;4,00;2,00;4,00;3,00;3,00;2,00;2,00;4,00;1,00;1,00;2,00;4,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;40,00;1,00;1,00;1,00;3,00;1,00;1,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;1,00;3,00;2,00;1,00;3,00;1,00;1,00;1,00;2,00;2,00;5,00
64;Jéssica Bueno;Pato Branco;Católica;Solicita atendimento com psicologia;2,00;53,00;1,00;3,00;1,00;1,00;2,00;2,00;1,00;40,00;2,00;1,00;2,00;3,00;3,00;3,00;3,00;1,00;3,00;1,00;4,00;1,00;0,00;1,00;1,00;1,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;8,00;1,00;3,00;0,00;12,00;0,00;1,00;1,00;1,00;1,00;3,00;2,00;3,00;3,00;2,00;3,00;3,00;2,00;1,00;3,00;3,00;1,00;1,00;2,00;2,00;2,00;1,00;2,00;53,00;1,00;1,00;1,00;3,00;2,00;1,00;1,00;2,00;2,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;2,00;1,00
65;Jéssica Bueno;Tibagi;Evangélica; aposentado;1,00;62,00;3,00;2,00;2,00;2,00;1,00;2,00;1,00;40,00;1,00;14,00;1,00;1,00;1,00;1,00;1,00;10,00;1,00;3,00;1,00;1,00;3,00;4,00;0,00;4,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;15,00;0,00;7,00;2,00;2,00;1,00;2,00;2,00;3,00;3,00;3,00;3,00;2,00;3,00;3,00;2,00;2,00;3,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;2,00;12,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;3,00;1,00;3,00;1,00;1,00;1,00;2,00;1,00;10,00
66;Jéssica Bueno;Novo Mundo;Católica;aposentado;NA;67,00;1,00;2,00;2,00;4,00;2,00;2,00;1,00;3,00;2,00;14,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;1,00;1,00;1,00;4,00;4,00;0,00;4,00;4,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;0,00;0,00;10,00;0,00;5,00;0,00;2,00;2,00;2,00;1,00;3,00;3,00;1,00;3,00;2,00;3,00;3,00;1,00;1,00;3,00;1,00;1,00;1,00;3,00;2,00;2,00;2,00;2,00;48,00;2,00;2,00;1,00;1,00;1,00;1,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;1,00;1,00;1,00;2,00;2,00;2,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;10,00
67;Jéssica Bueno;cítio cercado;Evangélica;Não Lê nem escreve português;1,00;57,00;4,00;2,00;2,00;7,00;1,00;2,00;2,00;6,00;1,00;6,00;3,00;1,00;1,00;1,00;2,00;5,00;2,00;2,00;3,00;1,00;2,00;2,00;1,00;1,00;1,00;1,00;3,00;3,00;2,00;1,00;2,00;3,00;3,00;0,00;0,00;10,00;0,00;5,00;0,00;4,00;1,00;1,00;4,00;2,00;3,00;3,00;3,00;1,00;3,00;3,00;3,00;3,00;3,00;3,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;3,00;2,00;2,00;2,00;2,00;2,00;1,00;2,00;1,00;1,00;1,00;2,00;2,00;2,00;10,00
68;Jéssica Bueno;Uberaba;Cristã;NA;2,00;47,00;1,00;3,00;1,00;3,00;4,00;2,00;1,00;10,00;1,00;5,00;1,00;3,00;2,00;1,00;3,00;5,00;1,00;3,00;2,00;1,00;3,00;1,00;2,00;4,00;1,00;3,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;5,00;8,00;8,00;2,00;1,00;1,00;1,00;1,00;2,00;3,00;3,00;3,00;1,00;3,00;3,00;3,00;3,00;2,00;2,00;1,00;1,00;3,00;1,00;1,00;2,00;2,00;30,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;1,00;1,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;3,00;2,00;2,00;3,00;1,00;1,00;0,00;1,00;2,00;7,00
69;Carolina Amaral;Alto Boqueirão;Evangélica;a esposa ajudou a responder algumas questões, paciente com AVC prévio e Parkinson;1,00;72,00;3,00;2,00;2,00;2,00;1,00;2,00;1,00;2,00;2,00;12,00;3,00;1,00;3,00;1,00;0,00;10,00;2,00;3,00;3,00;4,00;4,00;1,00;0,00;4,00;1,00;3,00;4,00;4,00;2,00;4,00;2,00;2,00;2,00;0,00;0,00;5,00;0,00;6,00;8,00;4,00;2,00;3,00;2,00;3,00;3,00;3,00;4,00;2,00;3,00;3,00;3,00;3,00;3,00;2,00;2,00;2,00;3,00;2,00;2,00;2,00;2,00;17,00;2,00;1,00;1,00;1,00;1,00;2,00;1,00;1,00;2,00;2,00;2,00;3,00;3,00;1,00;2,00;2,00;2,00;3,00;2,00;2,00;3,00;1,00;1,00;1,00;2,00;2,00;9,00
70;Lucas Gabriel da Silva;hauer;Católica;NA;2,00;67,00;1,00;2,00;2,00;2,00;1,00;2,00;1,00;0,00;2,00;11,00;2,00;3,00;1,00;1,00;2,00;5,00;1,00;4,00;2,00;3,00;3,00;2,00;1,00;2,00;2,00;1,00;1,00;2,00;1,00;1,00;1,00;2,00;1,00;0,00;0,00;5,00;6,00;10,00;3,00;2,00;1,00;1,00;4,00;3,00;3,00;2,00;3,00;1,00;3,00;3,00;3,00;2,00;3,00;2,00;1,00;2,00;2,00;1,00;1,00;2,00;2,00;67,00;1,00;2,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;1,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;2,00;1,00;2,00;3,00;1,00;1,00;1,00;2,00;2,00;8,00
71;Carolina Amaral;Agua Verde;Evangélica;NA;1,00;82,00;1,00;3,00;1,00;3,00;1,00;2,00;1,00;0,00;2,00;12,00;1,00;1,00;1,00;1,00;0,00;2,00;1,00;3,00;1,00;1,00;4,00;4,00;0,00;4,00;3,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;30,00;0,00;6,00;1,00;3,00;1,00;1,00;2,00;3,00;3,00;3,00;3,00;1,00;2,00;3,00;2,00;2,00;3,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;25,00;2,00;1,00;1,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;3,00;1,00;1,00;3,00;1,00;1,00;1,00;2,00;2,00;8,00
72;Carolina Amaral;CIC;Evangélica;aposentado;1,00;70,00;1,00;2,00;2,00;5,00;2,00;2,00;1,00;30,00;1,00;14,00;2,00;1,00;1,00;1,00;2,00;15,00;2,00;3,00;2,00;1,00;5,00;4,00;0,00;4,00;4,00;1,00;3,00;3,00;3,00;2,00;2,00;2,00;1,00;0,00;0,00;5,00;0,00;10,00;2,00;3,00;1,00;2,00;2,00;1,00;1,00;1,00;3,00;2,00;3,00;2,00;2,00;3,00;3,00;2,00;2,00;1,00;3,00;2,00;2,00;2,00;2,00;45,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;3,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;8,00
73;Carolina Amaral;Boqueirão;Evangélica;NA;1,00;54,00;1,00;1,00;1,00;2,00;4,00;2,00;1,00;5,00;2,00;6,00;1,00;2,00;1,00;1,00;1,00;2,00;1,00;3,00;2,00;1,00;3,00;4,00;4,00;4,00;2,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;15,00;12,00;6,00;2,00;1,00;3,00;3,00;1,00;3,00;3,00;3,00;3,00;1,00;1,00;3,00;3,00;2,00;1,00;3,00;1,00;1,00;1,00;2,00;1,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;1,00;1,00;1,00;2,00;1,00;1,00;2,00;6,00
74;Carolina Amaral;Campo Largo;Católica;aposentado;1,00;67,00;3,00;2,00;2,00;2,00;1,00;2,00;1,00;0,00;2,00;14,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;4,00;1,00;4,00;4,00;4,00;0,00;4,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;10,00;2,00;8,00;5,00;2,00;2,00;1,00;2,00;3,00;3,00;3,00;3,00;2,00;3,00;4,00;2,00;2,00;1,00;4,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;50,00;2,00;1,00;1,00;1,00;1,00;1,00;2,00;1,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;10,00
75;Carolina Amaral;Pilarzinho;Católica;aposentado;1,00;76,00;1,00;2,00;2,00;3,00;1,00;2,00;1,00;0,00;2,00;14,00;1,00;2,00;1,00;1,00;0,00;4,00;1,00;3,00;1,00;4,00;4,00;4,00;0,00;4,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;15,00;0,00;8,00;16,00;1,00;2,00;1,00;2,00;3,00;3,00;3,00;3,00;1,00;3,00;3,00;3,00;3,00;3,00;2,00;1,00;1,00;3,00;2,00;2,00;2,00;2,00;76,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;2,00;2,00;1,00;2,00;3,00;1,00;1,00;1,00;2,00;1,00;10,00
76;Lucas Gabriel da Silva;Pilarzinho;Não possui;Ocupacao-Aposentado;1,00;71,00;1,00;3,00;3,00;2,00;4,00;2,00;1,00;0,00;2,00;14,00;2,00;1,00;1,00;1,00;1,00;3,00;2,00;3,00;2,00;2,00;5,00;2,00;4,00;4,00;4,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;15,00;0,00;8,00;4,00;2,00;2,00;3,00;2,00;3,00;3,00;2,00;3,00;2,00;2,00;3,00;3,00;2,00;2,00;2,00;1,00;1,00;1,00;2,00;2,00;2,00;2,00;10,00;2,00;2,00;1,00;1,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;3,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;8,00
77;Lucas Gabriel da Silva;Novo Mundo;Católica;Ocupacao-Aposentado;2,00;71,00;1,00;2,00;2,00;2,00;1,00;2,00;1,00;5,00;2,00;14,00;2,00;1,00;1,00;1,00;1,00;4,00;3,00;3,00;1,00;3,00;3,00;4,00;1,00;4,00;2,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;40,00;10,00;3,00;3,00;3,00;2,00;1,00;2,00;3,00;3,00;3,00;3,00;2,00;3,00;3,00;3,00;3,00;3,00;3,00;2,00;2,00;3,00;2,00;1,00;2,00;2,00;58,00;1,00;1,00;1,00;3,00;1,00;1,00;2,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;1,00;1,00;2,00;3,00;2,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;10,00
78;Lucas Gabriel da Silva;Agudos do Sul;Católica;Ocupacao-Aposentado;1,00;39,00;1,00;1,00;1,00;2,00;1,00;2,00;1,00;5,00;2,00;14,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;4,00;3,00;2,00;1,00;2,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;20,00;6,00;8,00;2,00;1,00;1,00;2,00;1,00;3,00;3,00;3,00;3,00;2,00;2,00;2,00;2,00;2,00;3,00;2,00;1,00;2,00;2,00;2,00;1,00;2,00;2,00;39,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;3,00;1,00;1,00;2,00;2,00;2,00;2,00;1,00;2,00;3,00;1,00;1,00;1,00;2,00;2,00;10,00
79;Lucas Gabriel da Silva;Ponta Grossa;Não possui;NA;2,00;26,00;3,00;1,00;1,00;5,00;3,00;2,00;1,00;8,00;2,00;10,00;3,00;1,00;1,00;1,00;1,00;6,00;1,00;3,00;1,00;4,00;4,00;4,00;1,00;1,00;1,00;4,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;20,00;8,00;6,00;16,00;1,00;2,00;3,00;1,00;3,00;3,00;2,00;3,00;2,00;3,00;3,00;3,00;3,00;3,00;3,00;1,00;1,00;3,00;1,00;2,00;2,00;2,00;23,00;2,00;1,00;0,00;3,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;3,00;1,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;3,00;1,00;1,00;1,00;2,00;2,00;10,00
80;Lucas Gabriel da Silva;Santa Candida;Umbanda;ocupacao-Aposentado por invalidez;1,00;49,00;3,00;3,00;3,00;3,00;4,00;2,00;1,00;4,00;2,00;14,00;3,00;1,00;1,00;1,00;1,00;8,00;3,00;3,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;2,00;3,00;1,00;2,00;2,00;NA;2,00;0,00;0,00;10,00;0,00;5,00;3,00;3,00;1,00;1,00;1,00;3,00;3,00;3,00;3,00;1,00;3,00;3,00;3,00;3,00;3,00;2,00;1,00;1,00;2,00;2,00;1,00;2,00;2,00;47,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;1,00;1,00;2,00;1,00;1,00;2,00;1,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;9,00
83;Lucas Gabriel da Silva;Fazenda Rio Grande;Católica;Ocupacao-Aposentado;2,00;69,00;1,00;2,00;2,00;2,00;3,00;2,00;1,00;2,00;2,00;14,00;2,00;2,00;1,00;1,00;3,00;4,00;3,00;2,00;3,00;1,00;4,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;30,00;6,00;10,00;1,00;4,00;2,00;1,00;4,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;3,00;1,00;1,00;3,00;2,00;2,00;2,00;2,00;69,00;1,00;1,00;1,00;2,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;1,00;2,00;1,00;1,00;1,00;2,00;2,00;1,00;2,00;3,00;1,00;1,00;1,00;2,00;1,00;8,00
84;Lucas Gabriel da Silva;Alto da XV;Espirita;Ocupacao-Aposentado;1,00;76,00;1,00;2,00;2,00;2,00;6,00;2,00;1,00;0,00;2,00;14,00;1,00;2,00;1,00;2,00;1,00;4,00;1,00;4,00;1,00;1,00;3,00;4,00;1,00;4,00;3,00;3,00;2,00;1,00;1,00;1,00;1,00;1,00;2,00;0,00;0,00;5,00;0,00;6,00;2,00;1,00;1,00;1,00;1,00;3,00;2,00;3,00;3,00;1,00;3,00;2,00;3,00;3,00;3,00;2,00;1,00;1,00;3,00;2,00;2,00;2,00;2,00;40,00;2,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;2,00;2,00;2,00;3,00;1,00;1,00;1,00;1,00;2,00;4,00;3,00;2,00;3,00;1,00;1,00;1,00;1,00;1,00;7,00
86;Lucas Gabriel da Silva;Sitio Cercado;Evangélica;NA;2,00;52,00;1,00;2,00;2,00;4,00;4,00;2,00;1,00;0,00;2,00;11,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;3,00;1,00;3,00;3,00;3,00;1,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;5,00;2,00;7,00;9,00;3,00;2,00;2,00;1,00;3,00;3,00;3,00;3,00;1,00;3,00;3,00;3,00;3,00;3,00;1,00;1,00;1,00;2,00;2,00;1,00;2,00;2,00;52,00;2,00;1,00;1,00;3,00;2,00;1,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;3,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;10,00
87;Lucas Gabriel da Silva;Abranches;Católica;NA;2,00;19,00;3,00;1,00;1,00;4,00;4,00;2,00;1,00;11,00;2,00;10,00;2,00;3,00;3,00;1,00;1,00;2,00;1,00;2,00;1,00;4,00;4,00;4,00;1,00;4,00;0,00;4,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;10,00;10,00;7,00;9,00;1,00;1,00;3,00;1,00;3,00;3,00;2,00;3,00;1,00;3,00;2,00;3,00;1,00;3,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;2,00;2,00;2,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;2,00;7,00
88;Lucas Gabriel da Silva;Sitio Cercado;Evangélica;ocupacao-Aposentado por invalidez;2,00;52,00;1,00;2,00;2,00;4,00;4,00;2,00;1,00;0,00;2,00;11,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;3,00;1,00;3,00;3,00;3,00;1,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;5,00;2,00;7,00;9,00;3,00;2,00;2,00;1,00;3,00;3,00;3,00;3,00;1,00;3,00;3,00;3,00;3,00;3,00;1,00;1,00;1,00;2,00;2,00;1,00;2,00;2,00;52,00;2,00;1,00;1,00;3,00;2,00;1,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00;1,00;1,00;1,00;1,00;3,00;2,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;10,00
